LotNO,target,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43
266,136.62,6210,11040,9936,828000,40.5375,8321.4,8832,153.18,1780.2,191.82,1269.6,138000,82.8,78.66,75.9,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7314,110.4,35880,360.18,223.56,91.356,162.84,401.58,262.2,54.51,828,30820,2208,1058,0,1380,0,3404
267,135.24,6210,8280,9660,814200,41.20833332,8280,8652.6,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-5934,109.02,33534,351.9,224.94,90.942,162.84,436.08,292.56,55.752,1472,28520,3128,1012,0,1380,0,3082
268,135.24,6210,8280,9936,828000,40.15416664,8266.2,8721.6,153.18,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7314,110.4,35880,360.18,223.56,91.356,162.84,401.58,262.2,54.51,828,30820,2208,1058,0,1380,0,3404
269,136.62,6210,15870,9936,828000,40.25000005,8349,8749.2,129.72,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7314,110.4,35880,360.18,223.56,91.356,162.84,401.58,262.2,54.51,828,30820,2208,1058,0,1380,0,3404
270,136.62,6210,8280,9936,828000,40.63333327,8280,8666.4,136.62,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7314,110.4,35880,360.18,223.56,91.356,162.84,401.58,262.2,54.51,828,30820,2208,1058,0,1380,0,3404
271,131.1,6210,9660,9936,828000,39.77083327,8362.8,8749.2,138,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,45.99999995,92.00000005,0,-6486,109.02,35880,350.52,223.56,92.46,166.98,431.94,280.14,55.062,1196,28520,2806,1058,0,1840,0,4094
272,131.1,6210,8280,9936,828000,40.5375,8252.4,8666.4,138,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,45.99999995,92.00000005,0,-6486,109.02,35880,350.52,223.56,92.46,166.98,431.94,280.14,55.062,1196,28520,2806,1058,0,1840,0,4094
273,131.1,6210,8970,9936,828000,40.05833336,8224.8,8928.6,140.76,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,45.99999995,92.00000005,0,-6486,109.02,35880,350.52,223.56,92.46,166.98,431.94,280.14,55.062,1196,28520,2806,1058,0,1840,0,4094
274,140.76,6210,8280,9936,828000,42.16666673,8418,8763,140.76,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7590,109.02,33534,358.8,223.56,89.01,155.94,391.92,267.72,55.476,1104,29900,2254,1150,0,1380,0,3036
275,142.14,6210,15180,9936,828000,40.05833336,8293.8,8776.8,15042,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7590,109.02,33534,358.8,223.56,89.01,155.94,391.92,267.72,55.476,1104,29900,2254,1150,0,1380,0,3036
276,142.14,6210,13800,9936,828000,42.2625,8307.6,8763,146.28,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7590,109.02,33534,358.8,223.56,89.01,155.94,391.92,267.72,55.476,1104,29900,2254,1150,0,1380,0,3036
277,140.76,6210,13800,9936,828000,41.49583327,8349,8735.4,144.9,1766.4,195.96,1283.4,138000,64.86,64.86,59.34,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7590,109.02,33534,358.8,223.56,89.01,155.94,391.92,267.72,55.476,1104,29900,2254,1150,0,1380,0,3036
278,138,6210,8280,9660,814200,42.07083332,8556,8845.8,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,106.26,34086,353.28,223.56,89.562,158.7,401.58,270.48,55.476,920,29440,2254,966,0,1242,0,3404
279,136.62,6210,8280,9660,814200,42.2625,8556,8638.8,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,106.26,34086,353.28,223.56,89.562,158.7,401.58,270.48,55.476,920,29440,2254,966,0,1242,0,3404
280,138,6210,8280,9660,814200,41.97500005,8556,8942.4,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,106.26,34086,353.28,223.56,89.562,158.7,401.58,270.48,55.476,920,29440,2254,966,0,1242,0,3404
281,136.62,6210,8280,9660,814200,41.78333336,8556,8611.2,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,106.26,34086,353.28,223.56,89.562,158.7,401.58,270.48,55.476,920,29440,2254,966,0,1242,0,3404
282,138,6210,11730,9660,814200,41.78333336,8556,8832,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,106.26,34086,353.28,223.56,89.562,158.7,401.58,270.48,55.476,920,29440,2254,966,0,1242,0,3404
283,136.62,6210,8280,9660,814200,42.16666673,8556,8625,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-8556,109.02,34500,361.56,223.56,90.114,160.08,398.82,266.34,54.786,1104,30360,2208,966,0,1288,0,3726
284,138,6210,12420,9660,814200,41.97500005,8556,8749.2,151.8,1738.8,165.6,1297.2,82800,46.92,46.92,33.12,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-8556,109.02,34500,361.56,223.56,90.114,160.08,398.82,266.34,54.786,1104,30360,2208,966,0,1288,0,3726
285,139.38,6210,8970,9936,828000,39.96249995,8390.4,8790.6,154.56,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33120,354.66,223.56,90.666,160.08,396.06,263.58,55.614,736,31280,2208,1104,0,1380,0,3220
286,140.76,6210,8280,9936,828000,39.77083327,8238.6,8928.6,161.46,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33120,354.66,223.56,90.666,160.08,396.06,263.58,55.614,736,31280,2208,1104,0,1380,0,3220
287,139.38,6210,8970,9936,828000,40.72916668,8280,8804.4,155.94,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33120,354.66,223.56,90.666,160.08,396.06,263.58,55.614,736,31280,2208,1104,0,1380,0,3220
288,140.76,6210,10350,9936,828000,40.82499995,8335.2,8735.4,153.18,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33120,354.66,223.56,90.666,160.08,396.06,263.58,55.614,736,31280,2208,1104,0,1380,0,3220
289,139.38,6210,8970,9936,828000,41.20833332,8252.4,8666.4,154.56,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33120,354.66,223.56,90.666,160.08,396.06,263.58,55.614,736,31280,2208,1104,0,1380,0,3220
290,139.38,6210,12420,9936,828000,40.05833336,8349,8845.8,155.94,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33534,358.8,223.56,89.562,158.7,397.44,267.72,54.648,1104,30360,2162,1012,0,1334,0,3220
291,138,6210,11040,9936,828000,40.5375,8307.6,8694,157.32,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,13938,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33534,358.8,223.56,89.562,158.7,397.44,267.72,54.648,1104,30360,2162,1012,0,1334,0,3220
292,139.38,6210,11040,9936,828000,40.25000005,8266.2,8873.4,166.98,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33534,358.8,223.56,89.562,158.7,397.44,267.72,54.648,1104,30360,2162,1012,0,1334,0,3220
293,139.38,6210,8970,9936,828000,40.15416664,8349,8638.8,165.6,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33534,358.8,223.56,89.562,158.7,397.44,267.72,54.648,1104,30360,2162,1012,0,1334,0,3220
294,142.14,6210,10350,9936,828000,39.19583336,8335.2,8901,164.22,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7590,107.64,33534,358.8,223.56,89.562,158.7,397.44,267.72,54.648,1104,30360,2162,1012,0,1334,0,3220
295,135.24,6210,8970,9936,828000,41.11250005,8293.8,8707.8,166.98,1738.8,200.1,1283.4,89700,74.52,55.2,55.2,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7866,106.26,36294,357.42,223.56,91.356,162.84,402.96,263.58,54.372,1012,30360,2208,1012,0,1196,0,3956
296,135.24,6210,12420,9936,828000,39.48333332,8349,8680.2,166.98,1780.2,238.74,1283.4,89700,46.92,45.54,37.26,12972,14352,400.2,5520,6141,24564,924.6,0,138,0,-7866,106.26,36294,357.42,223.56,91.356,162.84,402.96,263.58,54.372,1012,30360,2208,1012,0,1196,0,3956
297,138,6210,11040,9936,814200,40.92083336,8556,8763,151.8,1725,154.56,1297.2,62100,16.56,13.8,9.66,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-8556,109.02,34500,361.56,223.56,90.114,160.08,398.82,266.34,54.786,1104,30360,2208,966,0,1288,0,3726
298,136.62,6210,9660,9936,814200,41.11250005,8556,8556,151.8,1725,154.56,1297.2,62100,16.56,13.8,9.66,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-8556,109.02,34500,361.56,223.56,90.114,160.08,398.82,266.34,54.786,1104,30360,2208,966,0,1288,0,3726
299,138,6210,11040,9936,814200,41.20833332,8556,8763,151.8,1725,154.56,1297.2,62100,16.56,13.8,9.66,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-8556,109.02,34500,361.56,223.56,90.114,160.08,398.82,266.34,54.786,1104,30360,2208,966,0,1288,0,3726
300,132.48,6210,8280,9936,814200,41.30416673,8556,8652.6,151.8,1725,154.56,1297.2,62100,16.56,13.8,9.66,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7590,104.88,41814,354.66,223.56,92.184,161.46,405.72,267.72,55.338,828,28520,2300,966,0,1242,0,3588
301,132.48,6210,8280,9936,814200,40.72916668,8556,8845.8,151.8,1725,154.56,1297.2,62100,16.56,13.8,9.66,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7590,104.88,41814,354.66,223.56,92.184,161.46,405.72,267.72,55.338,828,28520,2300,966,0,1242,0,3588
302,132.48,6210,8280,9936,814200,40.82499995,8556,8556,151.8,1725,154.56,1297.2,62100,16.56,13.8,9.66,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7590,104.88,41814,354.66,223.56,92.184,161.46,405.72,267.72,55.338,828,28520,2300,966,0,1242,0,3588
303,135.24,6210,8280,9936,828000,39.77083327,8390.4,8901,161.46,1752.6,240.12,1283.4,89700,26.22,17.94,17.94,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7866,106.26,36294,357.42,223.56,91.356,162.84,402.96,263.58,54.372,1012,30360,2208,1012,0,1196,0,3956
304,133.86,6210,8970,9936,828000,41.78333336,8280,8763,169.74,1752.6,240.12,1283.4,89700,26.22,17.94,17.94,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7866,106.26,36294,357.42,223.56,91.356,162.84,402.96,263.58,54.372,1012,30360,2208,1012,0,1196,0,3956
305,135.24,6210,8970,9936,828000,40.34583332,8307.6,8763,171.12,1752.6,240.12,1283.4,89700,26.22,17.94,17.94,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7866,106.26,36294,357.42,223.56,91.356,162.84,402.96,263.58,54.372,1012,30360,2208,1012,0,1196,0,3956
306,133.86,6210,8970,9936,828000,41.68749995,8362.8,8680.2,164.22,1752.6,216.66,1269.6,96600,77.28,73.14,75.9,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7590,106.26,42366,357.42,223.56,92.46,161.46,402.96,264.96,55.752,460,28520,2438,920,0,1150,0,3910
307,135.24,6210,8970,9936,828000,40.05833336,8280,8873.4,175.26,1752.6,216.66,1269.6,96600,77.28,73.14,75.9,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7590,106.26,42366,357.42,223.56,92.46,161.46,402.96,264.96,55.752,460,28520,2438,920,0,1150,0,3910
308,139.38,6210,8970,9936,828000,40.82499995,8390.4,8707.8,168.36,1752.6,216.66,1269.6,96600,77.28,73.14,75.9,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-7590,109.02,33534,358.8,223.56,89.01,155.94,391.92,267.72,55.476,1104,29900,2254,1150,0,1380,0,3036
309,136.62,6210,8280,9936,828000,40.05833336,8404.2,8776.8,173.88,1752.6,216.66,1269.6,96600,77.28,73.14,75.9,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-8970,100.74,34500,350.52,223.56,91.908,165.6,408.48,263.58,55.614,1012,29440,2162,920,0,1242,0,4416
310,135.24,6210,8280,9936,828000,40.63333327,8349,8597.4,171.12,1752.6,216.66,1269.6,96600,77.28,73.14,75.9,12972,14352,400.2,5520,6127.2,24564,924.6,0,138,0,-8970,100.74,34500,350.52,223.56,91.908,165.6,408.48,263.58,55.614,1012,29440,2162,920,0,1242,0,4416
311,135.24,6210,8280,9936,828000,40.5375,8362.8,8804.4,173.88,1738.8,211.14,1269.6,103500,67.62,63.48,63.48,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-7590,106.26,42366,357.42,223.56,92.46,161.46,402.96,264.96,55.752,460,28520,2438,920,0,1150,0,3910
312,138,7038,16560,8004,828000,38.8125,8238.6,9439.2,171.12,1738.8,211.14,1269.6,103500,67.62,63.48,63.48,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-6900,104.88,36294,351.9,223.56,92.46,166.98,429.18,277.38,53.544,368,28060,2530,1104,0,1564,0,3772
313,136.62,7038,11040,7728,828000,40.92083336,8252.4,9342.6,168.36,1738.8,211.14,1269.6,103500,67.62,63.48,63.48,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-6900,104.88,36294,351.9,223.56,92.46,166.98,429.18,277.38,53.544,368,28060,2530,1104,0,1564,0,3772
314,138,7038,11040,7728,828000,42.2625,8418,9535.8,169.74,1738.8,211.14,1269.6,103500,67.62,63.48,63.48,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-6900,104.88,36294,351.9,223.56,92.46,166.98,429.18,277.38,53.544,368,28060,2530,1104,0,1564,0,3772
315,138,7038,15180,7728,828000,40.82499995,8404.2,9273.6,166.98,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-6900,104.88,36294,351.9,223.56,92.46,166.98,429.18,277.38,53.544,368,28060,2530,1104,0,1564,0,3772
316,136.62,7038,11040,7728,828000,40.5375,8349,9287.4,175.26,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-6900,104.88,36294,351.9,223.56,92.46,166.98,429.18,277.38,53.544,368,28060,2530,1104,0,1564,0,3772
317,136.62,6624,9660,8556,828000,42.54999995,8404.2,9052.8,168.36,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8556,102.12,34500,368.46,224.94,93.012,165.6,389.16,245.64,54.234,736,30360,2024,1104,0,1334,0,4600
318,139.38,6624,19320,8694,828000,41.01666664,8252.4,9287.4,172.5,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8556,102.12,34500,368.46,224.94,93.012,165.6,389.16,245.64,54.234,736,30360,2024,1104,0,1334,0,4600
319,138,6624,9660,8694,828000,42.16666673,8404.2,9108,161.46,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8556,102.12,34500,368.46,224.94,93.012,165.6,389.16,245.64,54.234,736,30360,2024,1104,0,1334,0,4600
320,139.38,6624,15180,8694,828000,41.20833332,8362.8,9315,169.74,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8556,102.12,34500,368.46,224.94,93.012,165.6,389.16,245.64,54.234,736,30360,2024,1104,0,1334,0,4600
321,138,6624,9660,8694,828000,41.68749995,8376.6,9190.8,160.08,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8556,102.12,34500,368.46,224.94,93.012,165.6,389.16,245.64,54.234,736,30360,2024,1104,0,1334,0,4600
322,140.76,6624,20010,8694,828000,41.20833332,8390.4,9301.2,169.74,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8280,104.88,35466,365.7,224.94,90.804,158.7,386.4,258.06,54.372,276,28060,2162,1058,0,1288,0,4278
323,140.76,6624,11040,8694,828000,42.45416668,8376.6,9246,160.08,1669.8,202.86,1255.8,110400,91.08,52.44,92.46,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,104.88,35466,365.7,224.94,90.804,158.7,386.4,258.06,54.372,276,28060,2162,1058,0,1288,0,4278
324,136.62,7038,12420,8004,814200,41.20833332,8556,9370.2,151.8,1794,212.52,1283.4,89700,66.24,64.86,48.3,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8694,104.88,33534,369.84,223.56,90.39,158.7,386.4,256.68,52.578,1012,29900,2024,1150,0,1426,0,4462
325,135.24,7038,11040,8004,814200,41.49583327,8556,9246,151.8,1794,212.52,1283.4,89700,66.24,64.86,48.3,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8694,104.88,33534,369.84,223.56,90.39,158.7,386.4,256.68,52.578,1012,29900,2024,1150,0,1426,0,4462
326,136.62,7038,11040,8004,814200,41.30416673,8556,9246,151.8,1794,212.52,1283.4,89700,66.24,64.86,48.3,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8694,104.88,33534,369.84,223.56,90.39,158.7,386.4,256.68,52.578,1012,29900,2024,1150,0,1426,0,4462
327,136.62,7038,11040,8004,814200,41.87916664,8556,9163.2,151.8,1794,212.52,1283.4,89700,66.24,64.86,48.3,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8694,104.88,33534,369.84,223.56,90.39,158.7,386.4,256.68,52.578,1012,29900,2024,1150,0,1426,0,4462
328,136.62,7038,11730,8004,814200,41.87916664,8556,9356.4,151.8,1780.2,208.38,1283.4,89700,46.92,34.5,30.36,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8694,104.88,33534,369.84,223.56,90.39,158.7,386.4,256.68,52.578,1012,29900,2024,1150,0,1426,0,4462
329,133.86,6210,8280,9936,814200,41.20833332,8556,8652.6,151.8,1780.2,208.38,1283.4,89700,46.92,34.5,30.36,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8280,103.5,35466,365.7,223.56,91.632,161.46,386.4,252.54,54.51,460,28980,1978,1104,0,1288,0,4416
330,136.62,6210,10350,9936,814200,41.01666664,8556,8914.8,151.8,1780.2,208.38,1283.4,89700,46.92,34.5,30.36,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8280,103.5,35466,365.7,223.56,91.632,161.46,386.4,252.54,54.51,460,28980,1978,1104,0,1288,0,4416
331,135.24,6210,8280,9936,814200,41.01666664,8556,8707.8,151.8,1780.2,208.38,1283.4,89700,46.92,34.5,30.36,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8280,103.5,35466,365.7,223.56,91.632,161.46,386.4,252.54,54.51,460,28980,1978,1104,0,1288,0,4416
332,136.62,6210,11040,9936,814200,41.20833332,8556,8845.8,151.8,1780.2,208.38,1283.4,89700,46.92,34.5,30.36,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8280,103.5,35466,365.7,223.56,91.632,161.46,386.4,252.54,54.51,460,28980,1978,1104,0,1288,0,4416
333,136.62,6210,10350,9936,814200,41.30416673,8556,8611.2,151.8,1780.2,208.38,1283.4,89700,46.92,34.5,30.36,12972,14352,400.2,5520,6141,25392,924.6,0,138,0,-8280,103.5,35466,365.7,223.56,91.632,161.46,386.4,252.54,54.51,460,28980,1978,1104,0,1288,0,4416
334,139.38,6624,8280,8694,828000,41.4,8321.4,9094.2,150.42,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,104.88,35466,365.7,224.94,90.804,158.7,386.4,258.06,54.372,276,28060,2162,1058,0,1288,0,4278
335,140.76,6624,13800,8694,828000,41.20833332,8376.6,9301.2,158.7,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,104.88,35466,365.7,224.94,90.804,158.7,386.4,258.06,54.372,276,28060,2162,1058,0,1288,0,4278
336,140.76,6624,16560,8694,828000,41.68749995,8280,9039,158.7,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,104.88,35466,365.7,224.94,90.804,158.7,386.4,258.06,54.372,276,28060,2162,1058,0,1288,0,4278
337,139.38,6210,20700,9936,828000,39.96249995,8252.4,8983.8,161.46,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,32706,375.36,223.56,89.01,154.56,379.5,259.44,54.234,644,29440,2024,1104,0,1426,0,4232
338,139.38,6210,25530,9936,828000,41.20833332,8307.6,8749.2,161.46,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,32706,375.36,223.56,89.01,154.56,379.5,259.44,54.234,644,29440,2024,1104,0,1426,0,4232
339,139.38,6210,24150,9936,828000,40.25000005,8307.6,8956.2,160.08,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,32706,375.36,223.56,89.01,154.56,379.5,259.44,54.234,644,29440,2024,1104,0,1426,0,4232
340,139.38,6210,19320,9936,828000,40.5375,8376.6,8804.4,155.94,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,32706,375.36,223.56,89.01,154.56,379.5,259.44,54.234,644,29440,2024,1104,0,1426,0,4232
341,138,6210,31740,9936,828000,41.4,8238.6,9039,157.32,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,32706,375.36,223.56,89.01,154.56,379.5,259.44,54.234,644,29440,2024,1104,0,1426,0,4232
342,139.38,6210,20700,9936,828000,41.78333336,8404.2,9135.6,160.08,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8970,100.74,34500,350.52,223.56,91.908,165.6,408.48,263.58,55.614,1012,29440,2162,920,0,1242,0,4416
343,138,6210,31740,9936,828000,40.72916668,8293.8,9149.4,165.6,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8970,100.74,34500,350.52,223.56,91.908,165.6,408.48,263.58,55.614,1012,29440,2162,920,0,1242,0,4416
344,135.24,6210,8970,9936,828000,40.15416664,8362.8,8818.2,151.8,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8970,100.74,34500,350.52,223.56,91.908,165.6,408.48,263.58,55.614,1012,29440,2162,920,0,1242,0,4416
345,138,6210,9660,9936,828000,40.92083336,8418,9039,157.32,1725,235.98,1255.8,96600,86.94,80.04,80.04,12972,14352,400.2,5520,6113.4,24150,924.6,45.99999995,92.00000005,0,-8004,107.64,35880,358.8,224.94,91.494,162.84,407.1,267.72,55.062,644,27600,2208,966,0,1564,0,4416
346,138,6210,9660,9936,828000,40.5375,8252.4,8832,155.94,1752.6,231.84,1283.4,96600,67.62,60.72,62.1,12972,14352,400.2,5520,6168.6,26496,924.6,45.99999995,92.00000005,0,-8004,107.64,35880,358.8,224.94,91.494,162.84,407.1,267.72,55.062,644,27600,2208,966,0,1564,0,4416
347,142.14,7038,13110,8004,814200,41.49583327,8556,9384,151.8,1794,205.62,1283.4,89700,64.86,51.06,41.4,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,33120,368.46,224.94,88.182,153.18,379.5,263.58,53.544,1104,28980,1978,1104,0,1426,0,4002
348,139.38,7038,14490,8004,814200,41.59166668,8556,9232.2,151.8,1794,205.62,1283.4,89700,64.86,51.06,41.4,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,33120,368.46,224.94,88.182,153.18,379.5,263.58,53.544,1104,28980,1978,1104,0,1426,0,4002
349,140.76,7038,13800,8004,814200,41.68749995,8556,9384,151.8,1794,205.62,1283.4,89700,64.86,51.06,41.4,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,33120,368.46,224.94,88.182,153.18,379.5,263.58,53.544,1104,28980,1978,1104,0,1426,0,4002
350,139.38,7038,17250,8004,814200,41.59166668,8556,9232.2,151.8,1794,205.62,1283.4,89700,64.86,51.06,41.4,12972,14352,400.2,5520,6113.4,24150,924.6,0,138,0,-8280,103.5,33120,368.46,224.94,88.182,153.18,379.5,263.58,53.544,1104,28980,1978,1104,0,1426,0,4002
351,139.38,6210,20010,9936,828000,40.25000005,9039,9039,150.42,1752.6,231.84,1283.4,96600,67.62,60.72,62.1,12972,14352,400.2,5520,6168.6,26496,924.6,0,138,0,-8280,103.5,31740,367.08,224.94,89.286,155.94,376.74,255.3,55.062,368,29900,1978,1196,0,1518,0,4508
