LotNO,target,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43
607,132.48,7038,9660,6900,828000,40.44166673,8280,8887.2,155.94,1738.8,249.78,1283.4,103500,91.08,89.7,85.56,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-8142,107.64,39606,351.9,223.56,95.082,164.22,400.2,256.68,52.44,368,27140,2622,1288,0,1380,0,5244
608,132.48,7038,11040,6900,828000,40.44166673,8293.8,9080.4,155.94,1738.8,249.78,1283.4,103500,91.08,89.7,85.56,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,107.64,38226,369.84,223.56,93.702,157.32,390.54,259.44,52.578,368,28060,2622,1150,0,1196,0,4002
609,129.72,7038,14490,6900,828000,40.25000005,8321.4,8901,154.56,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,107.64,38226,369.84,223.56,93.702,157.32,390.54,259.44,52.578,368,28060,2622,1150,0,1196,0,4002
610,129.72,7038,12420,6900,828000,40.34583332,8431.8,8804.4,155.94,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,107.64,38226,369.84,223.56,93.702,157.32,390.54,259.44,52.578,368,28060,2622,1150,0,1196,0,4002
611,129.72,7038,11730,6900,828000,40.63333327,8266.2,8735.4,155.94,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,107.64,38226,369.84,223.56,93.702,157.32,390.54,259.44,52.578,368,28060,2622,1150,0,1196,0,4002
612,131.1,7038,14490,6900,828000,40.72916668,8487,8845.8,160.08,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,107.64,38226,369.84,223.56,93.702,157.32,390.54,259.44,52.578,368,28060,2622,1150,0,1196,0,4002
613,132.48,7038,11730,8004,814200,40.5375,8418,8707.8,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,106.26,37260,368.46,223.56,92.598,154.56,386.4,262.2,52.992,368,27140,2714,1196,0,1150,0,3266
614,132.48,7038,11040,8004,814200,40.82499995,8418,8652.6,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,106.26,37260,368.46,223.56,92.598,154.56,386.4,262.2,52.992,368,27140,2714,1196,0,1150,0,3266
615,132.48,7038,11040,8004,814200,40.44166673,8280,8638.8,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,106.26,37260,368.46,223.56,92.598,154.56,386.4,262.2,52.992,368,27140,2714,1196,0,1150,0,3266
616,135.24,7038,11040,8004,814200,40.15416664,8556,8721.6,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,106.26,37260,368.46,223.56,92.598,154.56,386.4,262.2,52.992,368,27140,2714,1196,0,1150,0,3266
617,129.72,7038,10350,8004,814200,39.86666668,8418,8735.4,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,106.26,37260,368.46,223.56,92.598,154.56,386.4,262.2,52.992,368,27140,2714,1196,0,1150,0,3266
618,128.34,7038,11040,7728,814200,40.92083336,8004,8473.2,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,109.02,36846,364.32,223.56,93.288,157.32,386.4,258.06,52.164,644,29440,2622,1196,0,1104,0,4186
619,131.1,7038,10350,7728,814200,41.49583327,8418,8459.4,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,109.02,36846,364.32,223.56,93.288,157.32,386.4,258.06,52.164,644,29440,2622,1196,0,1104,0,4186
620,129.72,7038,15180,7728,814200,41.49583327,8280,8569.8,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6182.4,24702,924.6,0,138,0,-7866,109.02,36846,364.32,223.56,93.288,157.32,386.4,258.06,52.164,644,29440,2622,1196,0,1104,0,4186
621,131.1,7038,13110,7728,814200,41.30416673,8280,8583.6,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-7866,109.02,36846,364.32,223.56,93.288,157.32,386.4,258.06,52.164,644,29440,2622,1196,0,1104,0,4186
622,131.1,7038,14490,7728,814200,42.07083332,8280,8666.4,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-7866,109.02,36846,364.32,223.56,93.288,157.32,386.4,258.06,52.164,644,29440,2622,1196,0,1104,0,4186
623,126.96,7038,13800,7728,814200,41.4,8280,8735.4,138,1697.4,201.48,1297.2,110400,77.28,75.9,69,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-7866,110.4,38226,358.8,223.56,93.978,158.7,386.4,255.3,52.302,736,28520,2438,1150,0,1150,0,4278
624,133.86,7038,20700,6900,828000,40.72916668,8487,8914.8,161.46,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-7866,109.02,36846,362.94,223.56,93.426,157.32,389.16,259.44,52.44,552,28520,2622,1242,0,1150,0,4140
625,132.48,7038,12420,6900,828000,41.20833332,8473.2,8873.4,161.46,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-7866,109.02,36846,362.94,223.56,93.426,157.32,389.16,259.44,52.44,552,28520,2622,1242,0,1150,0,4140
626,132.48,7038,13110,6900,828000,40.15416664,8238.6,8928.6,169.74,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-7866,109.02,36846,362.94,223.56,93.426,157.32,389.16,259.44,52.44,552,28520,2622,1242,0,1150,0,4140
627,132.48,7038,14490,6900,828000,40.63333327,8293.8,8749.2,169.74,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-7866,109.02,36846,362.94,223.56,93.426,157.32,389.16,259.44,52.44,552,28520,2622,1242,0,1150,0,4140
628,129.72,7038,15180,6900,828000,41.4,8307.6,8887.2,158.7,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-7866,109.02,36846,362.94,223.56,93.426,157.32,389.16,259.44,52.44,552,28520,2622,1242,0,1150,0,4140
629,132.48,7038,17940,6900,828000,40.72916668,8307.6,8901,165.6,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6127.2,24288,924.6,0,138,0,-8142,103.5,39054,356.04,223.56,95.082,166.98,405.72,258.06,53.268,552,28520,2438,1196,0,1196,0,5244
630,133.86,7038,11730,6900,828000,40.72916668,8280,8790.6,168.36,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8142,103.5,39054,356.04,223.56,95.082,166.98,405.72,258.06,53.268,552,28520,2438,1196,0,1196,0,5244
631,133.86,7038,15180,6900,828000,40.34583332,8362.8,8983.8,168.36,1738.8,253.92,1269.6,96600,74.52,95.22,91.08,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8142,103.5,39054,356.04,223.56,95.082,166.98,405.72,258.06,53.268,552,28520,2438,1196,0,1196,0,5244
632,131.1,7038,8280,7728,814200,41.87916664,8280,8625,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-7866,110.4,38226,358.8,223.56,93.978,158.7,386.4,255.3,52.302,736,28520,2438,1150,0,1150,0,4278
633,132.48,7038,10350,7728,814200,41.59166668,8556,8707.8,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-7866,110.4,38226,358.8,223.56,93.978,158.7,386.4,255.3,52.302,736,28520,2438,1150,0,1150,0,4278
634,129.72,7038,10350,7728,814200,42.07083332,8418,8859.6,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-7866,110.4,38226,358.8,223.56,93.978,158.7,386.4,255.3,52.302,736,28520,2438,1150,0,1150,0,4278
635,131.1,7038,13110,7728,814200,41.97500005,8280,8818.2,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-7866,110.4,38226,358.8,223.56,93.978,158.7,386.4,255.3,52.302,736,28520,2438,1150,0,1150,0,4278
636,133.86,7038,11730,6900,828000,41.01666664,8224.8,8859.6,161.46,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8142,103.5,39054,356.04,223.56,95.082,166.98,405.72,258.06,53.268,552,28520,2438,1196,0,1196,0,5244
637,135.24,7038,7590,6900,828000,41.20833332,8211,9066.6,162.84,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8142,103.5,39054,356.04,223.56,95.082,166.98,405.72,258.06,53.268,552,28520,2438,1196,0,1196,0,5244
638,135.24,6210,10350,9660,814200,42.07083332,8418,8266.2,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36846,361.56,223.56,91.77,154.56,408.48,282.9,55.614,368,28980,2254,1104,0,1426,0,4002
639,133.86,6210,10350,9660,814200,42.45416668,8280,8349,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36846,361.56,223.56,91.77,154.56,408.48,282.9,55.614,368,28980,2254,1104,0,1426,0,4002
640,133.86,6210,10350,9660,814200,41.97500005,8556,8224.8,138,1683.6,195.96,1283.4,103500,63.48,63.48,66.24,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36846,361.56,223.56,91.77,154.56,408.48,282.9,55.614,368,28980,2254,1104,0,1426,0,4002
641,133.86,6210,10350,9660,814200,42.45416668,8556,8349,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36846,361.56,223.56,91.77,154.56,408.48,282.9,55.614,368,28980,2254,1104,0,1426,0,4002
642,131.1,6210,10350,9660,814200,42.54999995,8280,8266.2,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36846,361.56,223.56,91.77,154.56,408.48,282.9,55.614,368,28980,2254,1104,0,1426,0,4002
643,132.48,7038,12420,7728,814200,41.4,8280,8721.6,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8556,100.74,43194,343.62,223.56,95.22,171.12,425.04,266.34,53.13,460,28980,2024,1150,0,1426,0,5658
644,132.48,7038,9660,7728,814200,42.16666673,8280,8735.4,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8556,100.74,43194,343.62,223.56,95.22,171.12,425.04,266.34,53.13,460,28980,2024,1150,0,1426,0,5658
645,133.86,7038,15180,7728,814200,41.59166668,8280,8707.8,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,25668,924.6,0,138,0,-8556,100.74,43194,343.62,223.56,95.22,171.12,425.04,266.34,53.13,460,28980,2024,1150,0,1426,0,5658
646,139.38,7038,16560,7728,814200,40.92083336,8280,8804.4,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,100.74,43194,343.62,223.56,95.22,171.12,425.04,266.34,53.13,460,28980,2024,1150,0,1426,0,5658
647,138,7038,11040,7728,814200,41.78333336,8280,8970,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,100.74,43194,343.62,223.56,95.22,171.12,425.04,266.34,53.13,460,28980,2024,1150,0,1426,0,5658
648,135.24,7038,13800,7728,814200,41.59166668,8280,8776.8,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,103.5,40020,347.76,223.56,94.53,164.22,409.86,263.58,53.682,736,29440,2070,1150,0,1426,0,5198
649,135.24,7038,16560,7728,814200,41.59166668,8280,8832,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,103.5,40020,347.76,223.56,94.53,164.22,409.86,263.58,53.682,736,29440,2070,1150,0,1426,0,5198
650,136.62,7038,13800,7728,814200,41.59166668,8280,8832,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,103.5,40020,347.76,223.56,94.53,164.22,409.86,263.58,53.682,736,29440,2070,1150,0,1426,0,5198
651,136.62,7038,12420,7728,814200,41.78333336,8280,8928.6,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,103.5,40020,347.76,223.56,94.53,164.22,409.86,263.58,53.682,736,29440,2070,1150,0,1426,0,5198
652,136.62,7038,11040,7728,814200,43.60416664,8280,8901,138,1725,197.34,1324.8,103500,49.68,38.64,41.4,12696,13938,400.2,8280,6141,26220,924.6,0,138,0,-8556,103.5,40020,347.76,223.56,94.53,164.22,409.86,263.58,53.682,736,29440,2070,1150,0,1426,0,5198
653,133.86,6210,8280,8832,828000,40.72916668,8307.6,8418,165.6,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,349.14,223.56,91.08,153.18,409.86,287.04,55.062,276,28060,2070,1012,0,1472,0,3772
654,135.24,6210,8280,8832,828000,41.11250005,8252.4,8625,172.5,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,349.14,223.56,91.08,153.18,409.86,287.04,55.062,276,28060,2070,1012,0,1472,0,3772
655,135.24,6210,8280,8832,828000,41.01666664,8252.4,8404.2,166.98,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,349.14,223.56,91.08,153.18,409.86,287.04,55.062,276,28060,2070,1012,0,1472,0,3772
656,136.62,6210,8280,8832,828000,40.63333327,8238.6,8569.8,172.5,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,349.14,223.56,91.08,153.18,409.86,287.04,55.062,276,28060,2070,1012,0,1472,0,3772
657,138,6210,8280,8832,828000,41.20833332,8280,8418,172.5,1752.6,149.04,1283.4,103500,49.68,42.78,44.16,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,349.14,223.56,91.08,153.18,409.86,287.04,55.062,276,28060,2070,1012,0,1472,0,3772
658,136.62,6210,8280,8832,828000,41.49583327,8238.6,8500.8,169.74,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36294,350.52,223.56,91.908,154.56,408.48,281.52,55.752,644,28060,2346,1012,0,1242,0,3680
659,136.62,6210,8280,8832,828000,40.72916668,8252.4,8514.6,172.5,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36294,350.52,223.56,91.908,154.56,408.48,281.52,55.752,644,28060,2346,1012,0,1242,0,3680
660,136.62,6210,8280,8832,828000,40.44166673,8224.8,8487,173.88,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36294,350.52,223.56,91.908,154.56,408.48,281.52,55.752,644,28060,2346,1012,0,1242,0,3680
661,133.86,6210,8280,8832,828000,40.72916668,8307.6,8349,171.12,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36294,350.52,223.56,91.908,154.56,408.48,281.52,55.752,644,28060,2346,1012,0,1242,0,3680
662,133.86,6210,13800,8832,828000,40.25000005,8431.8,8583.6,172.5,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,111.78,36294,350.52,223.56,91.908,154.56,408.48,281.52,55.752,644,28060,2346,1012,0,1242,0,3680
663,133.86,6210,11040,8832,828000,40.92083336,8335.2,8376.6,164.22,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,353.28,223.56,91.356,154.56,409.86,284.28,54.924,368,28520,2254,1012,0,1242,0,3910
664,135.24,6210,13800,8832,828000,40.82499995,8307.6,8625,162.84,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,353.28,223.56,91.356,154.56,409.86,284.28,54.924,368,28520,2254,1012,0,1242,0,3910
665,136.62,6210,13110,8832,828000,40.15416664,8252.4,8376.6,158.7,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,353.28,223.56,91.356,154.56,409.86,284.28,54.924,368,28520,2254,1012,0,1242,0,3910
666,136.62,6210,13800,8832,828000,40.5375,8280,8542.2,161.46,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,353.28,223.56,91.356,154.56,409.86,284.28,54.924,368,28520,2254,1012,0,1242,0,3910
667,136.62,6210,13110,8832,828000,40.34583332,8266.2,8445.6,160.08,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12696,13938,400.2,8280,6141,25668,924.6,0,0,138,-8970,110.4,36294,353.28,223.56,91.356,154.56,409.86,284.28,54.924,368,28520,2254,1012,0,1242,0,3910
668,139.38,7038,20700,8832,828000,41.01666664,8362.8,9052.8,160.08,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12420,13662,400.2,5520,6141,25668,924.6,0,138,0,-8556,99.36,40434,346.38,223.56,95.22,166.98,412.62,263.58,53.406,644,28980,2024,1104,0,1380,0,5198
669,135.24,6624,8280,7728,828000,41.20833332,8266.2,8666.4,161.46,1738.8,149.04,1283.4,82800,59.34,49.68,53.82,12420,13662,400.2,5520,6141,25668,924.6,0,138,0,-7866,106.26,38226,365.7,223.56,93.012,155.94,386.4,259.44,53.268,460,27600,2668,1196,0,1150,0,3726
670,136.62,6624,20700,7728,828000,40.82499995,8293.8,8901,162.84,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,25668,924.6,0,138,0,-7866,106.26,38226,365.7,223.56,93.012,155.94,386.4,259.44,53.268,460,27600,2668,1196,0,1150,0,3726
671,135.24,6624,8280,7728,828000,41.01666664,8293.8,8776.8,158.7,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,25668,924.6,0,138,0,-7866,106.26,38226,365.7,223.56,93.012,155.94,386.4,259.44,53.268,460,27600,2668,1196,0,1150,0,3726
672,133.86,6624,21390,7728,828000,40.44166673,8335.2,8818.2,166.98,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,25668,924.6,0,138,0,-8556,103.5,40434,349.14,223.56,94.53,164.22,407.1,262.2,52.716,368,28520,2070,1150,0,1426,0,5060
673,135.24,6624,11040,7728,828000,40.5375,8349,8625,166.98,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,25668,924.6,0,138,0,-8556,103.5,40434,349.14,223.56,94.53,164.22,407.1,262.2,52.716,368,28520,2070,1150,0,1426,0,5060
674,138,7038,13110,6900,828000,40.92083336,8266.2,9039,165.6,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,99.36,40434,346.38,223.56,95.22,166.98,412.62,263.58,53.406,644,28980,2024,1104,0,1380,0,5198
675,138,7038,13800,6900,828000,41.20833332,8362.8,9121.8,168.36,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,99.36,40434,346.38,223.56,95.22,166.98,412.62,263.58,53.406,644,28980,2024,1104,0,1380,0,5198
676,138,7038,15180,6900,828000,40.5375,8335.2,9039,165.6,1738.8,153.18,1283.4,82800,55.2,51.06,46.92,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,99.36,40434,346.38,223.56,95.22,166.98,412.62,263.58,53.406,644,28980,2024,1104,0,1380,0,5198
677,135.24,7038,13110,6900,828000,40.25000005,8224.8,9121.8,165.6,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,99.36,40434,346.38,223.56,95.22,166.98,412.62,263.58,53.406,644,28980,2024,1104,0,1380,0,5198
678,135.24,7038,13800,6900,828000,40.63333327,8349,8845.8,166.98,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,102.12,40434,345,223.56,94.392,162.84,408.48,264.96,52.716,276,28520,2024,1058,0,1380,0,5198
679,135.24,7038,13800,6900,828000,40.92083336,8307.6,9066.6,168.36,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,102.12,40434,345,223.56,94.392,162.84,408.48,264.96,52.716,276,28520,2024,1058,0,1380,0,5198
680,135.24,7038,13800,6900,828000,40.92083336,8211,8845.8,171.12,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,102.12,40434,345,223.56,94.392,162.84,408.48,264.96,52.716,276,28520,2024,1058,0,1380,0,5198
681,133.86,7038,11730,6900,828000,41.01666664,8307.6,9039,171.12,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,102.12,40434,345,223.56,94.392,162.84,408.48,264.96,52.716,276,28520,2024,1058,0,1380,0,5198
682,135.24,7038,14490,6900,828000,41.01666664,8280,8804.4,169.74,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,102.12,40434,345,223.56,94.392,162.84,408.48,264.96,52.716,276,28520,2024,1058,0,1380,0,5198
683,136.62,7038,15180,6900,828000,40.92083336,8280,9066.6,166.98,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,40434,346.38,223.56,93.426,161.46,404.34,267.72,53.682,276,28980,2024,1196,0,1518,0,5198
684,135.24,7038,13800,6900,828000,41.01666664,8280,8983.8,171.12,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,40434,346.38,223.56,93.426,161.46,404.34,267.72,53.682,276,28980,2024,1196,0,1518,0,5198
685,138,7038,14490,6900,828000,40.44166673,8280,9149.4,171.12,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,40434,346.38,223.56,93.426,161.46,404.34,267.72,53.682,276,28980,2024,1196,0,1518,0,5198
686,135.24,7038,11040,6900,828000,40.72916668,8376.6,8942.4,172.5,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,40434,346.38,223.56,93.426,161.46,404.34,267.72,53.682,276,28980,2024,1196,0,1518,0,5198
687,136.62,7038,11040,6900,828000,40.72916668,8459.4,9163.2,172.5,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,40434,346.38,223.56,93.426,161.46,404.34,267.72,53.682,276,28980,2024,1196,0,1518,0,5198
688,135.24,6210,11730,9660,814200,41.78333336,8280,8445.6,138,1738.8,204.24,1311,103500,63.48,56.58,57.96,12696,13938,400.2,8280,6141,26220,924.6,0,92.00000005,45.99999995,-8694,104.88,39054,350.52,223.56,92.322,155.94,402.96,274.62,54.096,276,28520,2070,1058,0,1334,0,4876
689,132.48,6210,9660,9660,814200,42.07083332,8280,8252.4,138,1738.8,204.24,1311,103500,63.48,56.58,57.96,12696,13938,400.2,8280,6141,26220,924.6,0,92.00000005,45.99999995,-8694,104.88,39054,350.52,223.56,92.322,155.94,402.96,274.62,54.096,276,28520,2070,1058,0,1334,0,4876
690,132.48,6210,11040,9660,814200,41.97500005,8280,8390.4,138,1738.8,204.24,1311,103500,63.48,56.58,57.96,12696,13938,400.2,8280,6141,26220,924.6,0,92.00000005,45.99999995,-8694,104.88,39054,350.52,223.56,92.322,155.94,402.96,274.62,54.096,276,28520,2070,1058,0,1334,0,4876
691,136.62,6624,11040,7728,828000,40.82499995,8349,8694,171.12,1766.4,245.64,1311,96600,67.62,66.24,63.48,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,39054,346.38,223.56,93.426,160.08,405.72,269.1,53.268,644,28980,2024,1150,0,1426,0,5198
692,136.62,6624,13800,7728,828000,40.92083336,8266.2,8887.2,175.26,1766.4,240.12,1297.2,117300,60.72,62.1,55.2,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,39054,346.38,223.56,93.426,160.08,405.72,269.1,53.268,644,28980,2024,1150,0,1426,0,5198
693,136.62,6624,8280,7728,828000,41.68749995,8238.6,8707.8,173.88,1766.4,240.12,1297.2,117300,60.72,62.1,55.2,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,39054,346.38,223.56,93.426,160.08,405.72,269.1,53.268,644,28980,2024,1150,0,1426,0,5198
694,135.24,6624,13800,7728,828000,41.68749995,8224.8,8970,172.5,1766.4,240.12,1297.2,117300,60.72,62.1,55.2,12420,13662,400.2,5520,6141,26220,924.6,0,138,0,-8556,103.5,39054,346.38,223.56,93.426,160.08,405.72,269.1,53.268,644,28980,2024,1150,0,1426,0,5198
695,136.62,6624,8280,8280,828000,42.54999995,8252.4,9094.2,160.08,1752.6,248.4,1311,103500,46.92,40.02,41.4,12420,13662,400.2,5520,6154.8,26910,924.6,0,138,0,-8556,103.5,39054,346.38,223.56,93.426,160.08,405.72,269.1,53.268,644,28980,2024,1150,0,1426,0,5198
696,138,6624,13110,8556,828000,41.97500005,8321.4,8845.8,165.6,1766.4,207,1311,69000,60.72,57.96,55.2,12420,13662,400.2,5520,6154.8,26910,924.6,0,45.99999995,92.00000005,-8832,110.4,38226,353.28,223.56,92.736,157.32,407.1,274.62,54.51,276,28520,2070,1104,0,1426,0,4186
